@relation relation name
@attribute Class {True, False}
@attribute C1 real
@attribute C2 {True, False}
@attribute C3 string
@attribute C4 real
@attribute C5 string
@attribute C6 string
@attribute C8 string
@attribute C12 string
@attribute C13 string
@attribute C14 string
@attribute C16 real
@attribute C18 string
@attribute C19 real
@attribute C20 string
@attribute C22 {True, False}
@attribute C23 string
@attribute C24 string
@attribute C25 real
@attribute C26 string
@attribute C27 string
@attribute C28 string
@attribute C29 {True, False}
@attribute C31 real
@data
False,0.2807017543859649,True,'V4',0.30434782608695654,'V1','V1','V3','V1','V3','V4',0.2926893783919368,'V1',0.4731960383587486,'V1',False,'V1','V3',0.30434782608695654,'V2','V2','V3',True,0.14635488308115543
True,0.42105263157894735,True,'V1',0.28985507246376807,'V7','V1','V1','V1','V3','V3',0.37802708988917766,'V1',0.384216318188964,'V2',True,'V2','V3',0.28985507246376807,'V3','V4','V3',False,0.059642365887207706
False,0.15789473684210525,True,'V4',0.21739130434782608,'V7','V1','V1','V2','V3','V2',0.09164044328909564,'V1',0.4966200282974375,'V3',True,'V1','V1',0.21739130434782608,'V2','V3','V3',True,0.33067400275103165
True,0.07017543859649122,True,'V2',0.2028985507246377,'V7','V1','V4','V1','V3','V3',0.3451634970584211,'V1',0.4360949536236441,'V3',False,'V1','V1',0.2028985507246377,'V2','V4','V2',True,0.053204951856946354
False,0.21052631578947367,True,'V3',0.15942028985507248,'V3','V1','V2','V4','V3','V3',0.04635381037077575,'V1',0.41047005187863544,'V2',True,'V2','V2',0.15942028985507248,'V4','V4','V3',True,0.06112792297111417
True,0.12280701754385964,True,'V3',0.4782608695652174,'V7','V1','V1','V4','V2','V3',0.5417293747434669,'V1',0.18456217575852857,'V2',False,'V2','V2',0.4782608695652174,'V4','V4','V2',True,0.4184869325997249
False,0.36842105263157887,True,'V5',0.13043478260869565,'V7','V1','V4','V4','V3','V4',0.11471245496419939,'V1',0.7896557145102971,'V4',False,'V1','V2',0.13043478260869565,'V2','V4','V3',True,0.08990371389270976
False,0.2807017543859649,True,'V5',0.11594202898550726,'V3','V3','V1','V1','V3','V3',0.21522324075340904,'V1',0.28706178273856314,'V1',True,'V1','V2',0.11594202898550726,'V2','V3','V4',True,0.07867950481430536
False,0.5614035087719298,True,'V5',0.30434782608695654,'V2','V1','V3','V3','V3','V3',0.2325717152369225,'V1',0.3916050935387518,'V4',True,'V1','V3',0.30434782608695654,'V2','V3','V1',True,0.14536451169188447
True,0.2807017543859649,True,'V5',0.08695652173913043,'V6','V1','V4','V2','V3','V4',0.055096456423587355,'V1',0.46580726300896086,'V3',False,'V2','V2',0.08695652173913043,'V4','V2','V2',True,0.06883081155433288
True,0.07017543859649122,True,'V2',0.07246376811594203,'V3','V1','V2','V1','V3','V3',0.07856067861540567,'V1',0.531205785253891,'V4',True,'V1','V1',0.07246376811594203,'V2','V3','V2',True,0.06145804676753782
True,0.19298245614035092,True,'V5',0.5942028985507247,'V9','V1','V4','V1','V3','V3',0.19545765494595704,'V1',0.3964785411098884,'V4',True,'V2','V1',0.5942028985507247,'V5','V2','V3',True,0.6363686382393398
False,0.4736842105263158,True,'V2',0.05797101449275363,'V3','V1','V1','V2','V3','V3',0.389916541250513,'V3',0.5844992925640622,'V1',True,'V1','V2',0.05797101449275363,'V2','V1','V2',True,0.11444291609353507
False,0.7894736842105262,True,'V5',0.13043478260869565,'V3','V1','V1','V4','V3','V2',0.018547908970675424,'V1',0.4469423046690772,'V4',False,'V2','V2',0.13043478260869565,'V4','V2','V3',True,0.07730398899587346
True,0.7543859649122807,True,'V5',0.26086956521739135,'V9','V2','V4','V2','V1','V2',0.11130569617366716,'V1',0.413299795629618,'V2',True,'V2','V1',0.26086956521739135,'V2','V4','V1',True,0.13848693259972492
False,0.10526315789473684,True,'V3',0.11594202898550726,'V3','V1','V4','V3','V3','V3',0.32539791125096906,'V1',0.3394120421317403,'V1',True,'V1','V2',0.11594202898550726,'V2','V3','V4',True,0.15218707015130675
False,0.5087719298245613,True,'V3',0.26086956521739135,'V7','V1','V2','V2','V3','V3',0.26007661786838143,'V1',0.43153592202483887,'V4',True,'V2','V2',0.26086956521739135,'V3','V1','V1',True,0.11570839064649244
False,0.08771929824561403,True,'V3',0.2028985507246377,'V9','V2','V2','V4','V3','V2',0.08970675422994481,'V1',0.5940889797201698,'V4',True,'V1','V1',0.2028985507246377,'V2','V3','V2',True,0.07257221458046767
False,0.22807017543859642,True,'V5',0.46376811594202905,'V3','V1','V4','V3','V3','V3',0.0383910247639896,'V1',0.4585756956453388,'V2',True,'V1','V2',0.46376811594202905,'V2','V4','V3',True,0.23240715268225584
False,0.3157894736842105,True,'V5',0.28985507246376807,'V7','V4','V1','V4','V3','V3',0.05647375381949194,'V1',0.662002829743751,'V4',False,'V2','V2',0.28985507246376807,'V4','V4','V2',True,0.05705639614855571
False,0.07017543859649122,True,'V2',0.17391304347826086,'V6','V1','V2','V3','V3','V3',0.19530259497423266,'V1',0.40481056437667035,'V4',False,'V1','V1',0.17391304347826086,'V2','V4','V2',True,0.007867950481430536
False,0.14035087719298245,True,'V5',0.28985507246376807,'V3','V3','V4','V4','V3','V4',0.15685228257399553,'V1',0.3335953466436095,'V2',False,'V1','V2',0.28985507246376807,'V2','V3','V1',True,0.1642365887207703
True,0.19298245614035092,True,'V3',0.07246376811594203,'V2','V1','V2','V2','V3','V3',0.06044602544807771,'V1',0.6116962741707279,'V1',True,'V1','V2',0.07246376811594203,'V2','V4','V2',True,0.036753782668500684
True,0.14035087719298245,True,'V1',0.4782608695652174,'V2','V1','V4','V4','V3','V4',0.42082364208510054,'V1',0.12796730073887758,'V2',False,'V2','V2',0.4782608695652174,'V2','V4','V2',True,0.5900412654745529
False,0.29824561403508765,True,'V5',0.08695652173913043,'V3','V2','V4','V4','V3','V3',0.1054635837095818,'V2',0.6099669863229054,'V4',False,'V1','V2',0.08695652173913043,'V2','V3','V3',True,0.13777166437414032
False,0.05263157894736842,True,'V2',0.21739130434782608,'V2','V1','V2','V1','V3','V3',0.1568112372873626,'V1',0.21175915736519418,'V4',True,'V1','V1',0.21739130434782608,'V4','V4','V2',True,0.04401650618982118
True,0.45614035087719296,True,'V5',0.30434782608695654,'V1','V1','V3','V2','V3','V4',0.11626305468144296,'V1',0.40952680396164126,'V2',False,'V1','V3',0.30434782608695654,'V2','V4','V2',True,0.678404401650619
True,0.14035087719298245,True,'V2',0.4782608695652174,'V9','V5','V4','V4','V3','V3',0.13348383271765404,'V1',0.5305769533092282,'V4',False,'V2','V1',0.4782608695652174,'V3','V4','V3',True,0.42536451169188444
False,0.38596491228070173,True,'V4',0.28985507246376807,'V2','V1','V2','V4','V3','V3',0.33767045195421164,'V1',0.32636377927998744,'V3',True,'V2','V2',0.28985507246376807,'V4','V4','V3',True,0.07350756533700137
False,0.29824561403508765,True,'V3',0.13043478260869565,'V3','V1','V2','V4','V3','V3',0.06481050759337803,'V1',0.39207671749724887,'V2',True,'V2','V2',0.13043478260869565,'V4','V4','V2',True,0.05727647867950481
False,0.3508771929824561,True,'V5',0.6521739130434783,'V1','V5','V4','V4','V3','V3',0.10949970356181876,'V1',0.5235025939317717,'V3',False,'V2','V2',0.6521739130434783,'V4','V4','V3',False,0.13766162310866575
False,0.4736842105263158,False,'V5',0.10144927536231885,'V7','V5','V2','V4','V3','V2',0.1814703333789392,'V2',0.3578053765131269,'V2',True,'V1','V2',0.10144927536231885,'V2','V4','V3',True,0.05705639614855571
False,0.15789473684210525,True,'V3',0.028985507246376815,'V3','V2','V2','V4','V3','V3',0.37411866648424313,'V1',0.2659959125923597,'V1',True,'V2','V2',0.028985507246376815,'V4','V1','V2',True,0.054305364511691885
True,0.17543859649122806,True,'V3',0.4782608695652174,'V6','V1','V2','V1','V2','V3',0.08728508231860263,'V1',0.6714353089136929,'V3',False,'V1','V2',0.4782608695652174,'V3','V4','V3',True,0.365171939477304
False,0.07017543859649122,True,'V2',0.028985507246376815,'V5','V1','V2','V2','V3','V2',0.19538468554749852,'V1',0.6648325734947336,'V1',True,'V1','V2',0.028985507246376815,'V2','V3','V4',True,0.011279229711141679
False,0.21052631578947367,True,'V5',0.30434782608695654,'V2','V2','V3','V2','V3','V3',0.2601267843298216,'V1',0.35922024838861816,'V4',True,'V1','V3',0.30434782608695654,'V2','V4','V3',True,0.15515818431911968
False,0.5087719298245613,False,'V2',0.08695652173913043,'V7','V1','V1','V1','V3','V2',0.1328088657819127,'V1',0.4367237855683069,'V3',True,'V2','V1',0.08695652173913043,'V4','V1','V3',False,0.10960110041265475
False,0.7368421052631579,True,'V5',0.28985507246376807,'V7','V1','V3','V4','V3','V3',0.07104483057417796,'V1',0.37116805533721114,'V4',False,'V2','V3',0.28985507246376807,'V3','V4','V3',True,0.09810178817056395
False,0.4385964912280701,True,'V1',0.46376811594202905,'V10','V1','V4','V1','V3','V4',0.0864824189355589,'V2',0.4172299952837604,'V3',True,'V1','V2',0.46376811594202905,'V2','V2','V1',True,0.8587620357634113
True,0.17543859649122806,True,'V3',0.28985507246376807,'V10','V1','V4','V2','V1','V4',0.12809321840653076,'V2',0.36487973589058326,'V3',False,'V2','V2',0.28985507246376807,'V2','V2','V3',True,0.6095735900962861
False,0.17543859649122806,True,'V3',0.2318840579710145,'V10','V1','V4','V2','V1','V3',0.048465362338669216,'V1',0.2614368809935545,'V3',False,'V2','V2',0.2318840579710145,'V3','V2','V3',True,0.13089408528198074
False,0.05263157894736842,True,'V3',0.17391304347826086,'V9','V1','V2','V1','V3','V2',0.07394536416290418,'V1',0.373840591102028,'V4',True,'V1','V2',0.17391304347826086,'V2','V4','V2',True,0.030591471801925722
True,0.03508771929824561,True,'V3',0.11594202898550726,'V2','V1','V4','V1','V3','V3',0.22304464815068178,'V1',0.5334066970602107,'V4',True,'V1','V1',0.11594202898550726,'V2','V2','V2',True,0.05678129298486933
False,0.21052631578947367,False,'V3',0.10144927536231885,'V7','V1','V1','V4','V3','V2',0.16233410863319195,'V1',0.3167740921238799,'V2',True,'V1','V2',0.10144927536231885,'V2','V3','V3',False,0.0713067400275103
False,0.3157894736842105,True,'V3',0.28985507246376807,'V9','V5','V2','V2','V1','V4',0.15760934008300267,'V1',0.6453387832101871,'V2',False,'V2','V2',0.28985507246376807,'V3','V4','V3',True,0.2455570839064649
False,0.05263157894736842,True,'V2',0.08695652173913043,'V2','V2','V2','V4','V3','V3',0.10127240388562046,'V1',0.38720326992611226,'V4',True,'V1','V1',0.08695652173913043,'V2','V2','V2',True,0.11284731774415407
True,0.14035087719298245,True,'V3',0.10144927536231885,'V7','V5','V2','V4','V3','V2',0.11874401422903269,'V3',0.5233453859456061,'V4',True,'V1','V2',0.10144927536231885,'V2','V4','V3',True,0.05832187070151306
False,0.24561403508771928,True,'V4',0.15942028985507248,'V1','V1','V4','V4','V3','V3',0.04480777124093583,'V1',0.4969344442697689,'V2',True,'V1','V2',0.15942028985507248,'V2','V2','V3',True,0.15290233837689135
False,0.5263157894736842,False,'V5',0.07246376811594203,'V5','V2','V1','V1','V3','V3',0.22791079491038443,'V3',0.6417229995283762,'V4',True,'V2','V2',0.07246376811594203,'V4','V3','V3',False,0.05716643741403026
False,0.3157894736842105,True,'V3',0.11594202898550726,'V7','V1','V4','V3','V2','V3',0.18948328544716558,'V1',0.3677094796415658,'V2',False,'V2','V2',0.11594202898550726,'V3','V2','V2',True,0.10987620357634112
True,0.10526315789473684,True,'V4',0.46376811594202905,'V9','V1','V4','V1','V3','V3',0.16087928125142517,'V1',0.2615940889797202,'V1',False,'V2','V2',0.46376811594202905,'V3','V2','V3',True,0.10426409903713893
False,0.19298245614035092,True,'V3',0.07246376811594203,'V7','V1','V1','V4','V3','V3',0.086933917088521,'V1',0.44914321647539696,'V1',True,'V2','V2',0.07246376811594203,'V4','V3','V3',True,0.05364511691884457
False,0.38596491228070173,True,'V3',0.11594202898550726,'V7','V4','V4','V2','V3','V3',0.14210790349797053,'V1',0.530105329350731,'V4',True,'V2','V2',0.11594202898550726,'V4','V4','V2',True,0.05898211829436039
True,0.3157894736842105,True,'V3',0.13043478260869565,'V2','V1','V2','V2','V3','V2',0.1638026177771697,'V1',0.6326049363307658,'V2',True,'V1','V2',0.13043478260869565,'V2','V4','V3',True,0.09199449793672626
False,0.7894736842105262,True,'V1',0.14492753623188406,'V3','V2','V1','V4','V3','V3',0.1187987412778766,'V1',0.29114919037887127,'V4',True,'V1','V2',0.14492753623188406,'V2','V2','V2',True,0.06376891334250342
False,0.07017543859649122,True,'V1',0.15942028985507248,'V7','V1','V4','V1','V3','V3',0.3497879326857299,'V1',0.5359220248388619,'V4',True,'V1','V1',0.15942028985507248,'V2','V1','V2',True,0.12445667125171941
False,0.19298245614035092,True,'V5',0.028985507246376815,'V3','V1','V1','V4','V3','V3',0.24344871619464584,'V1',0.43342241785882724,'V2',True,'V2','V1',0.028985507246376815,'V4','V2','V4',True,0.08203576341127922
True,0.05263157894736842,True,'V2',0.08695652173913043,'V3','V1','V4','V2','V3','V3',0.15488210881561545,'V1',0.27637163967929573,'V2',False,'V1','V2',0.08695652173913043,'V2','V4','V2',True,0.07812929848693259
True,0.2807017543859649,True,'V4',0.30434782608695654,'V6','V1','V3','V2','V1','V2',0.049149450449217855,'V1',0.5376513126866844,'V4',True,'V1','V3',0.30434782608695654,'V1','V4','V2',True,0.08737276478679504
False,0.33333333333333337,True,'V2',0.30434782608695654,'V3','V1','V4','V4','V2','V3',0.11348109636521184,'V1',0.4862443012105015,'V3',False,'V1','V2',0.30434782608695654,'V2','V4','V2',True,0.070646492434663
False,0.14035087719298245,True,'V4',0.6376811594202899,'V1','V1','V2','V1','V3','V3',0.041898116477402284,'V1',0.47225279044175444,'V3',True,'V1','V2',0.6376811594202899,'V2','V4','V3',False,0.24973865199449796
False,0.26315789473684215,True,'V2',0.30434782608695654,'V7','V2','V1','V4','V3','V3',0.13193323300041046,'V1',0.47696903002672536,'V3',False,'V1','V2',0.30434782608695654,'V2','V4','V4',True,0.06740027510316368
False,0.4035087719298246,True,'V5',0.2028985507246377,'V2','V1','V3','V2','V3','V3',0.19172253386236146,'V1',0.2727558559974847,'V1',False,'V1','V2',0.2028985507246377,'V4','V2','V3',True,0.33623108665749657
True,0.05263157894736842,True,'V1',0.2028985507246377,'V3','V1','V1','V4','V3','V3',0.2948556574086742,'V2',0.367080647696903,'V4',True,'V1','V1',0.2028985507246377,'V2','V3','V2',True,0.010123796423658873
False,0.4035087719298246,True,'V4',0.6376811594202899,'V3','V5','V4','V2','V3','V3',0.10061111871209012,'V1',0.4005659487501965,'V1',False,'V2','V2',0.6376811594202899,'V2','V4','V3',False,0.205171939477304
False,0.12280701754385964,True,'V3',0.26086956521739135,'V1','V5','V4','V4','V3','V3',0.06247548684270534,'V1',0.2386417229995284,'V3',True,'V1','V2',0.26086956521739135,'V2','V1','V3',True,0.2750481430536451
True,0.12280701754385964,True,'V3',0.13043478260869565,'V3','V5','V1','V2','V3','V3',0.12782870433711863,'V1',0.4687942147461091,'V1',False,'V1','V2',0.13043478260869565,'V2','V2','V4',True,0.06795048143053645
False,0.5614035087719298,True,'V5',0.08695652173913043,'V7','V3','V3','V4','V3','V2',0.11085875860810872,'V1',0.3244772834459991,'V4',True,'V1','V3',0.08695652173913043,'V2','V2','V3',True,0.12418156808803302
False,0.22807017543859642,True,'V3',0.28985507246376807,'V7','V1','V1','V4','V3','V3',0.027012359191863906,'V3',0.4799559817638736,'V2',False,'V1','V2',0.28985507246376807,'V2','V2','V3',True,0.06294360385144429
False,0.3157894736842105,True,'V3',0.5652173913043479,'V2','V3','V1','V4','V3','V3',0.0915583527158298,'V1',0.17827385631190068,'V4',False,'V2','V2',0.5652173913043479,'V4','V4','V3',True,0.20863823933975242
False,0.8070175438596491,True,'V5',0.28985507246376807,'V3','V1','V1','V1','V1','V2',0.208364117298308,'V1',0.8390190221663261,'V4',True,'V1','V1',0.28985507246376807,'V2','V4','V3',True,0.117414030261348
False,0.08771929824561403,True,'V4',0.30434782608695654,'V1','V2','V4','V4','V3','V3',0.07934053906143111,'V1',0.35859141644395537,'V4',True,'V1','V2',0.30434782608695654,'V2','V3','V2',True,0.17821182943603853
False,0.14035087719298245,True,'V2',0.30434782608695654,'V3','V1','V2','V4','V3','V3',0.14317052036302275,'V1',0.4733532463449143,'V4',False,'V1','V2',0.30434782608695654,'V2','V4','V2',True,0.16126547455295737
False,0.4035087719298246,True,'V3',0.043478260869565216,'V2','V1','V1','V3','V3','V3',0.10020066584576093,'V1',0.3131583084420689,'V2',False,'V1','V2',0.043478260869565216,'V2','V2','V3',True,0.1026685006877579
False,0.49122807017543857,True,'V2',0.15942028985507248,'V1','V1','V2','V4','V3','V2',0.02311761754914033,'V1',0.37525546297751927,'V2',True,'V2','V2',0.15942028985507248,'V3','V1','V2',True,0.18398899587345255
False,0.19298245614035092,True,'V5',0.4782608695652174,'V7','V2','V3','V2','V3','V3',0.432790623432298,'V1',0.6618456217575854,'V3',True,'V1','V3',0.4782608695652174,'V3','V4','V3',True,0.14371389270976617
False,0.29824561403508765,True,'V3',0.4782608695652174,'V1','V1','V4','V2','V3','V4',0.2947188397865645,'V1',0.2787297594717812,'V2',False,'V1','V1',0.4782608695652174,'V2','V2','V3',True,0.36858321870701516
False,0.5789473684210525,True,'V4',0.13043478260869565,'V7','V2','V4','V4','V3','V3',0.06762439002143476,'V1',0.27039773620499924,'V3',False,'V2','V2',0.13043478260869565,'V4','V4','V2',True,0.023768913342503438
False,0.07017543859649122,True,'V3',0.28985507246376807,'V2','V3','V1','V1','V2','V3',0.33514388653258537,'V1',0.6877849394749254,'V4',False,'V1','V2',0.28985507246376807,'V1','V4','V3',True,0.14189821182943604
True,0.24561403508771928,True,'V2',0.028985507246376815,'V2','V1','V2','V4','V3','V3',0.03022301272403885,'V1',0.3225907876120107,'V4',True,'V1','V2',0.028985507246376815,'V2','V1','V2',True,0.24
False,0.17543859649122806,True,'V4',0.5652173913043479,'V3','V5','V2','V4','V3','V3',0.3608747206640215,'V1',0.4628203112718126,'V4',False,'V1','V1',0.5652173913043479,'V2','V2','V4',True,0.38052269601100414
False,0.24561403508771928,True,'V2',0.13043478260869565,'V2','V1','V2','V3','V1','V4',0.1182925160760706,'V1',0.3862600220091181,'V1',False,'V1','V2',0.13043478260869565,'V2','V4','V2',True,0.06734525447042641
False,0.38596491228070173,True,'V1',0.6376811594202899,'V10','V5','V3','V2','V1','V1',0.2370684544169289,'V1',0.43295079390033014,'V4',False,'V1','V3',0.6376811594202899,'V2','V3','V3',True,0.2823658872077029
False,0.3508771929824561,True,'V4',0.2318840579710145,'V2','V5','V4','V1','V3','V3',0.12883659415332693,'V1',0.322433579625845,'V4',False,'V1','V2',0.2318840579710145,'V2','V4','V3',True,0.10795048143053645
True,0.17543859649122806,True,'V2',0.2028985507246377,'V7','V2','V4','V2','V3','V3',0.18095042641492223,'V1',0.3850023581197925,'V3',True,'V2','V2',0.2028985507246377,'V5','V3','V2',True,0.11163686382393398
False,0.4035087719298246,True,'V2',0.028985507246376815,'V7','V1','V1','V1','V3','V2',0.40330186528024803,'V1',0.3342241785882723,'V4',False,'V1','V2',0.028985507246376815,'V2','V3','V3',False,0.022668500687757907
False,0.36842105263157887,True,'V5',0.043478260869565216,'V3','V1','V4','V4','V3','V2',0.04070780316504766,'V1',0.425247602578211,'V4',True,'V1','V2',0.043478260869565216,'V5','V4','V4',True,0.009683631361760661
False,0.17543859649122806,True,'V5',0.46376811594202905,'V3','V1','V4','V4','V3','V3',0.36471473525790116,'V1',0.4851438453073416,'V2',True,'V1','V2',0.46376811594202905,'V2','V4','V3',True,0.18404401650618982
False,0.49122807017543857,True,'V5',0.17391304347826086,'V3','V3','V2','V4','V2','V3',0.04086286313677201,'V1',0.4790127338468794,'V3',False,'V1','V2',0.17391304347826086,'V2','V4','V3',True,0.05303988995873452
False,0.07017543859649122,True,'V3',0.11594202898550726,'V3','V1','V4','V1','V1','V3',0.03688603092078259,'V1',0.43373683383115863,'V1',True,'V1','V2',0.11594202898550726,'V2','V4','V2',True,0.06866574965612104
False,0.4385964912280701,True,'V3',0.13043478260869565,'V7','V1','V1','V1','V3','V2',0.07249965795594472,'V1',0.5984908033328094,'V2',True,'V2','V2',0.13043478260869565,'V3','V4','V3',False,0.06019257221458047
True,0.6140350877192983,True,'V3',0.6376811594202899,'V4','V1','V4','V1','V3','V3',0.2839421717517216,'V1',0.4621914793271498,'V4',True,'V1','V2',0.6376811594202899,'V2','V3','V3',True,0.15411279229711142
False,0.4385964912280701,True,'V2',0.043478260869565216,'V7','V5','V1','V1','V3','V2',0.11514571076754686,'V1',0.33752554629775194,'V3',True,'V2','V2',0.043478260869565216,'V4','V1','V3',False,0.24577716643741404
False,0.12280701754385964,True,'V2',0.28985507246376807,'V3','V5','V4','V4','V3','V3',0.16611939617822774,'V1',0.22575066813394123,'V2',True,'V2','V2',0.28985507246376807,'V2','V4','V3',True,0.15708390646492434
False,0.10526315789473684,True,'V2',0.21739130434782608,'V3','V3','V1','V2','V3','V3',0.11023851872121129,'V1',0.3340669706021066,'V3',True,'V1','V1',0.21739130434782608,'V2','V1','V4',True,0.1630811554332875
True,0.10526315789473684,True,'V4',0.13043478260869565,'V7','V1','V4','V2','V1','V2',0.06226569982213708,'V1',0.4705235025939318,'V3',True,'V1','V2',0.13043478260869565,'V2','V2','V4',True,0.02393397524071527
False,0.24561403508771928,True,'V5',0.21739130434782608,'V3','V1','V1','V2','V3','V2',0.10311944178410179,'V3',0.3449143216475397,'V2',True,'V1','V2',0.21739130434782608,'V2','V4','V4',True,0.05782668500687758
True,0.5263157894736842,True,'V4',0.3913043478260869,'V2','V1','V2','V2','V3','V3',0.03501619008528298,'V1',0.5783681811036001,'V2',True,'V1','V2',0.3913043478260869,'V4','V2','V3',True,0.44764786795048145
True,0.08771929824561403,True,'V2',0.28985507246376807,'V7','V1','V2','V1','V3','V3',0.3943266292698499,'V1',0.5283760415029084,'V4',True,'V1','V1',0.28985507246376807,'V2','V4','V2',True,0.05265474552957359
True,0.22807017543859642,True,'V3',0.46376811594202905,'V3','V1','V4','V1','V3','V3',0.5731153372554384,'V1',0.16962741707278733,'V4',True,'V1','V1',0.46376811594202905,'V2','V4','V1',True,0.11290233837689134
False,0.5263157894736842,True,'V3',0.6521739130434783,'V9','V5','V4','V2','V1','V4',0.07612076435444885,'V1',0.8144945763244773,'V2',False,'V1','V2',0.6521739130434783,'V5','V2','V3',True,0.6577716643741403
False,0.5614035087719298,True,'V3',0.043478260869565216,'V6','V1','V2','V3','V3','V2',0.02308113284991107,'V1',0.3744694230466908,'V4',True,'V1','V2',0.043478260869565216,'V4','V2','V2',True,0.043906464924346626
True,0.7017543859649124,True,'V5',0.6376811594202899,'V9','V1','V3','V2','V3','V3',0.25402015779632414,'V1',0.2449300424461563,'V3',True,'V1','V1',0.6376811594202899,'V1','V4','V2',True,0.33925722145804676
False,0.07017543859649122,True,'V5',0.2028985507246377,'V7','V1','V4','V3','V3','V4',0.21907237652209605,'V1',0.6580726300896087,'V2',True,'V1','V2',0.2028985507246377,'V2','V3','V2',True,0.09419532324621732
False,0.07017543859649122,True,'V4',0.13043478260869565,'V5','V5','V1','V4','V3','V3',0.2085602225566653,'V1',0.6269454488288007,'V4',True,'V2','V2',0.13043478260869565,'V4','V4','V2',True,0.04110041265474553
False,0.26315789473684215,True,'V5',0.28985507246376807,'V3','V4','V4','V4','V3','V3',0.2593788479956218,'V1',0.5387517685898444,'V2',True,'V1','V2',0.28985507246376807,'V4','V2','V3',True,0.1281430536451169
False,0.33333333333333337,True,'V5',0.2028985507246377,'V2','V1','V2','V2','V3','V3',0.10258585305787385,'V1',0.5580883508882251,'V4',False,'V1','V2',0.2028985507246377,'V4','V3','V2',True,0.18497936726272352
False,0.15789473684210525,True,'V4',0.2028985507246377,'V1','V1','V4','V4','V3','V3',0.06810781228622247,'V1',0.2226065084106273,'V1',True,'V2','V2',0.2028985507246377,'V4','V3','V3',True,0.19812929848693261
False,0.29824561403508765,True,'V5',0.26086956521739135,'V1','V1','V4','V4','V3','V4',0.23936242988096865,'V1',0.40512498034900174,'V4',False,'V1','V2',0.26086956521739135,'V4','V1','V3',True,0.16649243466299862
False,0.7543859649122807,True,'V5',0.11594202898550726,'V7','V1','V1','V4','V3','V2',0.22475942901445706,'V1',0.21474610910234243,'V4',True,'V2','V2',0.11594202898550726,'V4','V4','V3',True,0.055295735900962865
False,0.7719298245614034,True,'V5',0.8260869565217391,'V7','V5','V3','V4','V1','V4',0.1259178182149861,'V1',0.11507624587329035,'V4',False,'V1','V3',0.8260869565217391,'V4','V2','V3',True,0.7431636863823934
