@relation test
@attribute Class {True, False}
@attribute C1 real
@attribute C2 {True, False}
@attribute C3 integer
@attribute C4 real
@attribute C5 integer
@attribute C6 integer
@attribute C8 integer
@attribute C12 integer
@attribute C13 integer
@attribute C14 integer
@attribute C16 real
@attribute C18 integer
@attribute C19 real
@attribute C20 integer
@attribute C22 {True, False}
@attribute C23 integer
@attribute C24 integer
@attribute C25 real
@attribute C26 integer
@attribute C27 integer
@attribute C28 integer
@attribute C29 {True, False}
@attribute C31 real
@data
False,0.3157894736842105,True,5,0.46376811594202905,9,5,1,4,3,3,0.3819263921193049,1,0.32526332337682756,4,True,2,2,0.46376811594202905,4,4,3,True,0.3330949105914718
True,0.10526315789473684,True,5,0.11594202898550726,2,5,2,2,1,3,0.1779541204907192,1,0.33673950636692346,2,False,1,2,0.11594202898550726,2,1,2,True,0.1382668500687758
False,0.29824561403508765,True,5,0.13043478260869565,3,5,4,4,3,3,0.20843708669676653,1,0.36629460776607453,4,True,2,2,0.13043478260869565,4,4,3,True,0.04
False,0.3157894736842105,True,3,0.13043478260869565,3,5,3,4,3,3,0.16561317097642175,1,0.10171356704920609,4,False,1,3,0.13043478260869565,2,4,3,True,0.11169188445667125
True,0.12280701754385964,True,1,0.21739130434782608,2,1,4,1,3,1,0.061130113558626346,1,0.41612953938060054,1,True,1,2,0.21739130434782608,2,4,3,True,0.12231086657496562
False,0.21052631578947367,True,2,0.21739130434782608,7,1,2,4,3,3,0.4367400921238655,1,0.30828486087093226,1,True,2,2,0.21739130434782608,4,4,2,True,0.04434662998624484
False,0.14035087719298245,True,3,0.11594202898550726,9,1,1,4,3,3,0.09892826196014047,1,0.789812922496463,2,True,2,2,0.11594202898550726,4,3,2,True,0.051499312242090776
False,0.24561403508771928,True,2,0.34782608695652173,2,4,1,4,2,2,0.06815341816025904,1,0.5203584342084577,2,False,2,2,0.34782608695652173,4,4,3,False,0.23526822558459423
False,0.14035087719298245,True,4,0.08695652173913043,3,5,2,3,3,3,0.10824098143840927,1,0.5914164439553529,2,False,2,2,0.08695652173913043,4,4,3,True,0.06041265474552957
True,0.29824561403508765,True,5,0.13043478260869565,7,1,2,1,3,3,0.14785880421398276,1,0.2057852538908977,3,True,2,2,0.13043478260869565,4,4,3,True,0.024319119669876203
False,0.49122807017543857,True,5,0.30434782608695654,3,1,1,4,3,3,0.1751904045241027,2,0.6494261908504952,3,True,2,2,0.30434782608695654,4,4,4,True,0.12995873452544704
True,0.22807017543859642,True,2,0.2028985507246377,2,1,1,2,3,2,0.4894969672093765,1,0.4793271498192108,2,True,2,2,0.2028985507246377,4,2,3,True,0.09232462173314993
False,0.05263157894736842,True,3,0.043478260869565216,2,1,2,4,3,3,0.013786655721256898,1,0.24068542681968247,2,True,1,1,0.043478260869565216,2,1,4,True,0.08341127922971114
